"id","timestamp","reference","contract_type","entry_tick","exit_tick","sell_spot","buy_price","sell_price","profit"
90,"2018-07-21 16:32:59 GMT+0800","59335252268","CALL","6284.39","6278.51","6278.51",0.71,"0.00","-0.71"
91,"2018-07-21 16:33:13 GMT+0800","59335267808","CALL","6279.78","6284.11","6284.11","0.80",4.54,"3.74"
92,"2018-07-21 16:33:26 GMT+0800","59335282168","CALL","6286.05","6288.49","6288.49",0.35,"0.00","-0.35"
93,"2018-07-21 16:33:41 GMT+0800","59335298288","CALL","6289.59","6294.27","6294.27",0.39,2.21,"1.82"
94,"2018-07-21 16:33:54 GMT+0800","59335312788","CALL","6290.24","6289.94","6289.94",0.35,"0.00","-0.35"
95,"2018-07-21 16:34:08 GMT+0800","59335329028","CALL","6290.28","6290.30","6290.30",0.39,"0.00","-0.39"
96,"2018-07-21 16:34:22 GMT+0800","59335344328","CALL","6289.10","6291.60","6291.60",0.44,"0.00","-0.44"
97,"2018-07-21 16:34:37 GMT+0800","59335359648","CALL","6291.69","6286.47","6284.16","0.50","0.00","-0.50"
98,"2018-07-21 16:35:56 GMT+0800","59335442848","CALL","6283.97","6284.88","6284.88",0.56,"0.00","-0.56"
99,"2018-07-21 16:36:11 GMT+0800","59335458948","CALL","6286.54","6285.59","6285.59",0.63,"0.00","-0.63"
100,"2018-07-21 16:36:25 GMT+0800","59335475528","CALL","6285.31","6280.38","6280.38",0.71,"0.00","-0.71"
101,"2018-07-21 16:36:52 GMT+0800","59335503588","CALL","6285.65","6286.10","6286.10","0.80","0.00","-0.80"
102,"2018-07-21 16:37:07 GMT+0800","59335520988","CALL","6288.28","6289.48","6289.48","0.90","0.00","-0.90"
103,"2018-07-21 16:37:21 GMT+0800","59335536968","CALL","6289.66","6291.41","6291.41",1.01,"0.00","-1.01"
104,"2018-07-21 16:37:35 GMT+0800","59335552708","CALL","6294.26","6287.04","6287.04",1.14,"0.00","-1.14"
105,"2018-07-21 16:37:49 GMT+0800","59335567708","CALL","6285.67","6288.05","6288.05",1.28,"0.00","-1.28"
106,"2018-07-21 16:38:08 GMT+0800","59335589308","CALL","6289.62","6292.07","6292.07",1.44,"0.00","-1.44"
107,"2018-07-21 16:38:23 GMT+0800","59335606048","CALL","6293.17","6293.09","6293.09",1.62,"0.00","-1.62"
108,"2018-07-21 16:38:36 GMT+0800","59335618708","CALL","6291.18","6289.84","6289.84",1.82,"0.00","-1.82"
109,"2018-07-21 16:38:51 GMT+0800","59335633288","CALL","6290.41","6292.61","6292.61",2.05,"0.00","-2.05"
110,"2018-07-21 16:39:04 GMT+0800","59335647968","CALL","6293.01","6290.05","6290.05","2.30","0.00","-2.30"
111,"2018-07-21 16:39:18 GMT+0800","59335664248","CALL","6285.79","6286.17","6286.17",2.59,"0.00","-2.59"
112,"2018-07-21 16:41:32 GMT+0800","59335806248","CALL","6286.59","6287.83","6285.97",2.92,"0.00","-2.92"
113,"2018-07-21 16:41:49 GMT+0800","59335823468","CALL","6286.56","6285.74","6285.74",3.28,"0.00","-3.28"
114,"2018-07-21 16:42:02 GMT+0800","59335837508","CALL","6289.97","6289.42","6289.42",3.69,"0.00","-3.69"
115,"2018-07-21 16:42:17 GMT+0800","59335854568","CALL","6290.58","6291.89","6291.89",4.15,"0.00","-4.15"
116,"2018-07-21 16:42:31 GMT+0800","59335868768","CALL","6290.49","6283.21","6283.21",4.67,"0.00","-4.67"
117,"2018-07-21 16:42:48 GMT+0800","59335887448","CALL","6291.83","6295.46","6295.46",5.26,"29.80","24.54"
118,"2018-07-21 16:43:03 GMT+0800","59335904708","CALL","6292.61","6295.08","6295.08",0.35,"0.00","-0.35"
119,"2018-07-21 16:43:16 GMT+0800","59335919508","CALL","6296.43","6293.65","6293.65",0.39,"0.00","-0.39"
120,"2018-07-21 16:43:30 GMT+0800","59335934048","CALL","6294.91","6289.03","6289.03",0.44,"0.00","-0.44"
121,"2018-07-21 16:44:20 GMT+0800","59335987848","CALL","6288.16","6289.20","6288.46","0.50","0.00","-0.50"
122,"2018-07-21 16:47:22 GMT+0800","59336186028","CALL","6275.99","6278.34","6278.34",0.56,"0.00","-0.56"
123,"2018-07-21 16:47:36 GMT+0800","59336200428","CALL","6282.39","6277.53","6277.53",0.63,"0.00","-0.63"
124,"2018-07-21 16:47:50 GMT+0800","59336215088","CALL","6274.85","6277.50","6277.50",0.71,"0.00","-0.71"
125,"2018-07-21 16:48:04 GMT+0800","59336231688","CALL","6280.77","6279.48","6279.48","0.80","0.00","-0.80"
126,"2018-07-21 16:48:19 GMT+0800","59336248388","CALL","6280.78","6282.01","6282.01","0.90","0.00","-0.90"
127,"2018-07-21 16:48:32 GMT+0800","59336263048","CALL","6285.52","6283.08","6283.08",1.01,"0.00","-1.01"
128,"2018-07-21 16:48:46 GMT+0800","59336278988","CALL","6282.02","6283.98","6283.98",1.14,"0.00","-1.14"
129,"2018-07-21 16:49:00 GMT+0800","59336293048","CALL","6286.03","6287.07","6287.07",1.28,"0.00","-1.28"
130,"2018-07-21 16:49:14 GMT+0800","59336310568","CALL","6285.33","6280.25","6280.25",1.44,"0.00","-1.44"
131,"2018-07-21 16:49:28 GMT+0800","59336325308","CALL","6283.36","6281.45","6281.45",1.62,"0.00","-1.62"
132,"2018-07-21 16:52:04 GMT+0800","59336496728","CALL","6265.73","6270.43","6273.16",1.82,10.36,"8.54"
133,"2018-07-21 16:52:21 GMT+0800","59336515048","CALL","6273.00","6269.34","6269.34",0.35,"0.00","-0.35"
134,"2018-07-21 16:52:34 GMT+0800","59336528928","CALL","6266.04","6267.81","6267.81",0.39,"0.00","-0.39"
135,"2018-07-21 16:52:50 GMT+0800","59336545228","CALL","6270.11","6259.05","6259.05",0.44,"0.00","-0.44"
136,"2018-07-21 17:06:54 GMT+0800","59337463808","CALL","6211.15","6207.81","6207.81",0.35,"0.00","-0.35"
137,"2018-07-21 17:07:26 GMT+0800","59337499108","CALL","6214.94","6219.26","6219.26",0.39,2.25,"1.86"
138,"2018-07-21 17:07:40 GMT+0800","59337513508","CALL","6218.24","6219.81","6219.81",0.35,"0.00","-0.35"
139,"2018-07-21 17:07:55 GMT+0800","59337528688","CALL","6218.63","6217.16","6217.16",0.39,"0.00","-0.39"
140,"2018-07-21 17:08:08 GMT+0800","59337543988","CALL","6219.24","6223.84","6223.84",0.44,2.53,"2.09"
141,"2018-07-21 17:08:22 GMT+0800","59337559688","CALL","6224.22","6225.77","6225.77",0.35,"0.00","-0.35"
142,"2018-07-21 17:08:36 GMT+0800","59337574128","CALL","6224.65","6219.96","6219.96",0.39,"0.00","-0.39"
143,"2018-07-21 17:08:50 GMT+0800","59337588148","CALL","6220.07","6215.92","6215.92",0.44,"0.00","-0.44"
144,"2018-07-21 17:11:12 GMT+0800","59337741548","CALL","6215.13","6212.91","6212.91","0.50","0.00","-0.50"
145,"2018-07-21 17:11:26 GMT+0800","59337757748","CALL","6216.05","6213.93","6213.93",0.56,"0.00","-0.56"
146,"2018-07-21 17:11:40 GMT+0800","59337772948","CALL","6213.40","6217.82","6217.82",0.63,3.63,"3.00"
147,"2018-07-21 17:11:55 GMT+0800","59337789568","CALL","6218.54","6214.47","6214.47",0.35,"0.00","-0.35"
148,"2018-07-21 17:12:09 GMT+0800","59337806268","CALL","6217.27","6215.05","6215.05",0.39,"0.00","-0.39"
149,"2018-07-21 17:12:22 GMT+0800","59337820088","CALL","6215.31","6213.20","6213.20",0.44,"0.00","-0.44"
150,"2018-07-21 17:12:36 GMT+0800","59337834288","CALL","6215.03","6218.95","6218.95","0.50",2.88,"2.38"
151,"2018-07-21 17:12:50 GMT+0800","59337848788","CALL","6217.89","6219.38","6219.38",0.35,"0.00","-0.35"
152,"2018-07-21 17:13:04 GMT+0800","59337864008","CALL","6221.87","6222.05","6222.05",0.39,"0.00","-0.39"
153,"2018-07-21 17:13:18 GMT+0800","59337879428","CALL","6225.20","6228.97","6228.97",0.44,2.53,"2.09"
154,"2018-07-21 17:13:32 GMT+0800","59337895888","CALL","6229.40","6226.00","6226.00",0.35,"0.00","-0.35"
155,"2018-07-21 17:13:46 GMT+0800","59337912188","CALL","6224.35","6221.50","6221.50",0.39,"0.00","-0.39"
156,"2018-07-21 17:14:00 GMT+0800","59337927568","CALL","6221.31","6217.30","6217.30",0.44,"0.00","-0.44"
157,"2018-07-21 17:16:06 GMT+0800","59338068168","CALL","6218.59","6219.46","6219.46","0.50","0.00","-0.50"
158,"2018-07-21 17:16:20 GMT+0800","59338083548","CALL","6219.55","6216.78","6216.78",0.56,"0.00","-0.56"
159,"2018-07-21 17:16:35 GMT+0800","59338099928","CALL","6218.39","6225.50","6225.50",0.63,3.63,"3.00"
160,"2018-07-21 17:16:48 GMT+0800","59338114468","CALL","6223.12","6221.67","6221.67",0.35,"0.00","-0.35"
161,"2018-07-21 17:17:02 GMT+0800","59338129368","CALL","6221.18","6218.78","6218.78",0.39,"0.00","-0.39"
162,"2018-07-21 17:17:17 GMT+0800","59338144988","CALL","6221.60","6223.41","6223.41",0.44,"0.00","-0.44"
163,"2018-07-21 17:17:30 GMT+0800","59338159008","CALL","6224.94","6221.24","6221.24","0.50","0.00","-0.50"
164,"2018-07-21 17:17:45 GMT+0800","59338175648","CALL","6223.02","6222.71","6222.71",0.56,"0.00","-0.56"
165,"2018-07-21 17:17:59 GMT+0800","59338190668","CALL","6225.90","6228.18","6228.18",0.63,"0.00","-0.63"
166,"2018-07-21 17:18:12 GMT+0800","59338206548","CALL","6227.87","6224.75","6224.75",0.71,"0.00","-0.71"
167,"2018-07-21 17:18:26 GMT+0800","59338221948","CALL","6225.90","6229.59","6229.59","0.80","4.60","3.80"
168,"2018-07-21 17:18:40 GMT+0800","59338236968","CALL","6227.85","6226.98","6226.98",0.35,"0.00","-0.35"
169,"2018-07-21 17:18:54 GMT+0800","59338251948","CALL","6226.14","6223.17","6223.17",0.39,"0.00","-0.39"
170,"2018-07-21 17:20:12 GMT+0800","59338340148","CALL","6223.73","6214.77","6214.77",0.44,"0.00","-0.44"
171,"2018-07-21 17:21:06 GMT+0800","59338401308","CALL","6220.61","6215.54","6215.54","0.50","0.00","-0.50"
172,"2018-07-21 17:21:28 GMT+0800","59338424988","CALL","6223.10","6224.56","6224.56",0.56,"0.00","-0.56"
173,"2018-07-21 17:21:42 GMT+0800","59338440228","CALL","6221.94","6217.87","6217.87",0.63,"0.00","-0.63"
174,"2018-07-21 17:21:56 GMT+0800","59338456008","CALL","6215.51","6212.24","6212.24",0.71,"0.00","-0.71"
175,"2018-07-21 17:23:44 GMT+0800","59338575388","CALL","6213.79","6213.96","6213.96","0.80","0.00","-0.80"
176,"2018-07-21 17:23:59 GMT+0800","59338591288","CALL","6211.75","6210.35","6210.35","0.90","0.00","-0.90"
177,"2018-07-21 17:24:20 GMT+0800","59338616508","CALL","6217.12","6219.31","6220.42",1.01,"0.00","-1.01"
178,"2018-07-21 17:24:37 GMT+0800","59338635268","CALL","6219.14","6224.97","6224.97",1.14,6.56,"5.42"
179,"2018-07-21 17:24:51 GMT+0800","59338651308","CALL","6221.92","6217.72","6217.72",0.35,"0.00","-0.35"
180,"2018-07-21 17:25:05 GMT+0800","59338668508","CALL","6218.88","6224.27","6224.27",0.39,2.24,"1.85"
181,"2018-07-21 17:25:18 GMT+0800","59338683648","CALL","6223.42","6222.57","6222.57",0.35,"0.00","-0.35"
182,"2018-07-21 17:25:33 GMT+0800","59338700108","CALL","6225.83","6227.58","6227.58",0.39,"0.00","-0.39"
183,"2018-07-21 17:25:46 GMT+0800","59338714308","CALL","6227.82","6228.85","6228.85",0.44,"0.00","-0.44"
184,"2018-07-21 17:42:31 GMT+0800","59339830168","CALL","6281.50","6287.68","6287.68","0.50",2.84,"2.34"
185,"2018-07-21 17:42:45 GMT+0800","59339847108","CALL","6283.72","6282.34","6282.34",0.35,"0.00","-0.35"
186,"2018-07-21 17:42:58 GMT+0800","59339861988","CALL","6284.64","6292.64","6292.63",0.39,2.21,"1.82"
187,"2018-07-21 17:43:14 GMT+0800","59339883168","CALL","6296.51","6307.80","6307.80",0.35,1.98,"1.63"
188,"2018-07-21 17:43:28 GMT+0800","59339900908","CALL","6310.76","6311.07","6311.07",0.35,"0.00","-0.35"
189,"2018-07-21 17:43:43 GMT+0800","59339916848","CALL","6305.80","6311.00","6311.00",0.39,"2.20","1.81"
190,"2018-07-21 17:43:57 GMT+0800","59339933048","CALL","6311.29","6306.33","6306.33",0.35,"0.00","-0.35"
191,"2018-07-21 17:44:11 GMT+0800","59339950068","CALL","6306.18","6304.62","6304.62",0.39,"0.00","-0.39"
192,"2018-07-21 17:44:26 GMT+0800","59339967608","CALL","6302.18","6303.50","6303.93",0.44,"0.00","-0.44"
193,"2018-07-21 17:44:43 GMT+0800","59339986108","CALL","6303.48","6302.77","6304.20","0.50","0.00","-0.50"
194,"2018-07-21 17:44:59 GMT+0800","59340002868","CALL","6301.03","6301.44","6301.44",0.56,"0.00","-0.56"
195,"2018-07-21 17:45:28 GMT+0800","59340034668","CALL","6306.55","6307.73","6309.32",0.63,"0.00","-0.63"
196,"2018-07-21 17:45:45 GMT+0800","59340053188","CALL","6307.98","6307.78","6307.96",0.71,"0.00","-0.71"
197,"2018-07-21 17:46:01 GMT+0800","59340071168","CALL","6305.79","6301.18","6301.18","0.80","0.00","-0.80"
198,"2018-07-21 17:47:30 GMT+0800","59340167748","CALL","6301.20","6301.22","6299.87","0.90","0.00","-0.90"
199,"2018-07-21 17:47:47 GMT+0800","59340186048","CALL","6298.04","6296.42","6296.42",1.01,"0.00","-1.01"
200,"2018-07-21 17:48:04 GMT+0800","59340206328","CALL","6304.10","6305.78","6305.78",1.14,"0.00","-1.14"
201,"2018-07-21 17:48:18 GMT+0800","59340222628","CALL","6300.69","6301.99","6301.99",1.28,"0.00","-1.28"
